codigo;nome_cliente;telefones;loja;data_cadastro;data_aniversario;data_nascimento;ativo
30793;JOSE DIAS MELO;48912866182;05 - Porto Sereno Praia;04/03/2018;;;sim
30794;JOSE MARTINS FERREIRA;47949674720;15 - Metrô Outlet;13/08/2024;27/04;;sim
30795;CARLOS ROCHA MELO;61926288401;15 - Metrô Outlet;08/05/2018;;;sim
30796;SOFIA CARDOSO ARAUJO;47992521560;01 - Aurora Prime;28/08/2022;;;sim
30797;MARIA ALMEIDA MARTINS;11912221022;09 - Capital Distrito;28/06/2019;16/04;;sim
30798;RAFAEL RODRIGUES BARBOSA;31966277561;09 - Capital Distrito;08/01/2018;10/12;;sim
30799;ANA CASTRO SILVA;81991446636;02 - Vale Verde Brands;23/11/2018;10/06;;sim
30800;AMANDA OLIVEIRA CARDOSO;11917112233;11 - Cascata Distrito;10/10/2023;19/01;19/01/1959;sim
30801;LUCAS GOMES SOUZA;51996658277;14 - Baixada Outlet;24/11/2025;;;sim
30802;HELENA GOMES SANTOS;21956330368 / 71961325172;05 - Porto Sereno Praia;20/04/2023;13/05;13/05/1968;nao
30803;FELIPE OLIVEIRA CORREIA;51993321312;05 - Porto Sereno Praia;02/09/2021;23/01;23/01/2001;nao
30804;LARISSA ALVES ROCHA;71951809102;11 - Cascata Distrito;23/10/2018;05/12;;sim
30805;HELENA FERREIRA SOUZA;11946953217;09 - Capital Distrito;01/01/2021;19/09;19/09/1964;sim
30806;FELIPE ROCHA SANTOS;31915280676;10 - Marina Brands;12/09/2018;;;sim
30807;FELIPE RIBEIRO BARBOSA;31993097145;01 - Aurora Prime;09/06/2025;03/11;03/11/1960;sim
30808;CAROLINE SOUZA CAMPOS;41913435625;06 - Campo Belo Centro;08/01/2019;21/03;21/03/1965;nao
30809;VITORIA NASCIMENTO RIBEIRO;48978508391;04 - Porto Leste Aux;02/08/2024;;;sim
30810;MARIA ALVES TEIXEIRA;81995645384;10 - Marina Brands;05/05/2026;09/08;;sim
30811;LETICIA RIBEIRO CAMPOS;81920914084;09 - Capital Distrito;17/08/2022;03/08;;sim
30812;BEATRIZ MELO FERREIRA;81975448545;07 - Serra Alta Porto;06/12/2024;20/04;;sim
30813;MATEUS SANTOS PEREIRA;81971925297;09 - Capital Distrito;03/11/2025;05/12;05/12/1958;sim
30814;CAMILA LIMA PEREIRA;85964606342;06 - Campo Belo Centro;25/12/2024;18/07;18/07/1979;sim
30815;RODRIGO BARBOSA TEIXEIRA;61996624614;02 - Vale Verde Brands;18/02/2018;26/03;26/03/1967;sim
30816;PEDRO ALMEIDA SILVA;11972288940;04 - Porto Leste Aux;02/06/2019;;;sim
30817;JOAO FERREIRA GOMES;31938057942;09 - Capital Distrito;12/06/2026;06/04;06/04/1990;sim
30818;LETICIA SILVA FERREIRA;11994084810;01 - Aurora Prime;10/08/2022;25/09;25/09/1993;sim
30819;JULIA ARAUJO CORREIA;11952479136;01 - Aurora Prime;03/07/2026;15/08;15/08/1979;sim
30820;PATRICIA ALVES CASTRO;47948806985;11 - Cascata Distrito;11/12/2018;18/10;18/10/2000;sim
30821;CAMILA CORREIA CASTRO;11921873414;09 - Capital Distrito;11/07/2021;;;sim
30822;CARLOS OLIVEIRA TEIXEIRA;81929006660;02 - Vale Verde Brands;25/06/2018;;;sim
30823;SOFIA SILVA SANTOS;81968086814 / 61987018724;07 - Serra Alta Porto;27/12/2025;;;sim
30824;JOAO CARVALHO BARBOSA;51912420985;02 - Vale Verde Brands;26/11/2020;02/09;;sim
30825;MARCOS FERREIRA ROCHA;41921721223;03 - Monte Azul Brands;08/03/2026;28/06;28/06/1978;nao
30826;GUSTAVO MARTINS LIMA;48928699372;04 - Porto Leste Aux;01/10/2018;06/08;;sim
30827;DANIELA MELO DIAS;31979176846;05 - Porto Sereno Praia;28/09/2019;25/09;25/09/1959;nao
30828;VITORIA TEIXEIRA RODRIGUES;41996453582;12 - Bairro Alto Prime;26/02/2018;01/04;01/04/1998;sim
30829;MARCOS SILVA NASCIMENTO;48941171318;03 - Monte Azul Brands;05/03/2024;02/04;02/04/1963;sim
30830;VINICIUS RIBEIRO DIAS;71947100168;10 - Marina Brands;23/03/2023;26/01;;sim
30831;ALINE CARVALHO LIMA;85942397094;13 - Rio Claro Distrito;21/10/2026;05/12;05/12/1981;sim
30832;ROBERTA CARDOSO CARDOSO;62915524787;02 - Vale Verde Brands;12/03/2025;13/10;13/10/1970;nao
30833;SOFIA RIBEIRO ROCHA;61967497440;03 - Monte Azul Brands;12/07/2026;25/06;;sim
30834;MATEUS CAMPOS ALMEIDA;41930142732;08 - Riacho Outlet;01/10/2019;11/10;;nao
30835;LETICIA DIAS GOMES;62972198679;09 - Capital Distrito;19/07/2019;09/10;09/10/1983;sim
30836;LUCAS GOMES ARAUJO;62998429779;13 - Rio Claro Distrito;26/07/2024;;;nao
30837;LARISSA NASCIMENTO RIBEIRO;47919586340;08 - Riacho Outlet;06/03/2025;;;sim
30838;JOAO ROCHA SANTOS;62965125597;15 - Metrô Outlet;18/04/2021;04/08;04/08/1988;sim
30839;MARIA CORREIA MELO;51924263508;06 - Campo Belo Centro;17/04/2019;14/10;;sim
30840;RAFAEL ALMEIDA MARTINS;61939607645;07 - Serra Alta Porto;28/03/2024;11/04;11/04/1986;sim
30841;BEATRIZ OLIVEIRA CARVALHO;81987196883;08 - Riacho Outlet;10/05/2025;15/02;;nao
30842;ISABELA ARAUJO FERREIRA;21937455356;06 - Campo Belo Centro;24/04/2024;24/04;24/04/1976;nao
30843;LETICIA ARAUJO TEIXEIRA;;51941008980;18/07/2024;;;nao
30844;MARCOS SANTOS DIAS;31989660778;07 - Serra Alta Porto;27/06/2026;;;sim
30845;CAMILA RODRIGUES NASCIMENTO;11988935988;10 - Marina Brands;09/03/2022;;;sim
30846;LORENA SOUZA CORREIA;47956431579;07 - Serra Alta Porto;11/03/2021;05/04;05/04/1993;nao
30847;DIEGO TEIXEIRA SANTOS;62939789319;03 - Monte Azul Brands;12/09/2018;28/11;;nao
30848;FELIPE CASTRO ALVES;61939808711;07 - Serra Alta Porto;27/01/2019;04/12;04/12/1973;sim
30849;MARCOS ALMEIDA NASCIMENTO;61918845015;02 - Vale Verde Brands;05/02/2022;09/03;;sim
30850;LARISSA ALVES SANTOS;48983277531;13 - Rio Claro Distrito;26/08/2018;11/01;11/01/1991;sim
30851;ROBERTA SILVA FERREIRA;11930572100;10 - Marina Brands;04/09/2023;;;sim
30852;GUSTAVO TEIXEIRA MELO;51921339007;05 - Porto Sereno Praia;05/07/2023;;;sim
30853;RODRIGO CARVALHO ALVES;81972225781;04 - Porto Leste Aux;19/04/2018;01/03;;sim
30854;GUSTAVO TEIXEIRA FERREIRA;51944189591;08 - Riacho Outlet;24/05/2018;03/02;;sim
30855;PEDRO GOMES RODRIGUES;61982872533;04 - Porto Leste Aux;03/05/2019;25/02;;sim
30856;ALINE SANTOS CASTRO;71976225667;06 - Campo Belo Centro;11/06/2025;20/02;;sim
30857;DIEGO CORREIA ROCHA;41949812616;05 - Porto Sereno Praia;17/10/2025;;;sim
30858;PATRICIA RIBEIRO ALVES;61916693779;12 - Bairro Alto Prime;19/04/2020;26/01;26/01/1957;sim
30859;CAMILA CAMPOS CAMPOS;81923709028;01 - Aurora Prime;02/01/2020;;;sim
30860;LARISSA OLIVEIRA CASTRO;85998101470;10 - Marina Brands;10/06/2020;14/09;14/09/1985;sim
30861;PATRICIA RODRIGUES ROCHA;85968767430;12 - Bairro Alto Prime;02/12/2020;01/06;01/06/1979;sim
30862;THIAGO ALMEIDA RODRIGUES;62939420264;09 - Capital Distrito;09/08/2019;27/07;27/07/1971;sim
30863;SOFIA ROCHA LIMA;61949944173;03 - Monte Azul Brands;10/03/2026;;;sim
30864;VINICIUS OLIVEIRA CAMPOS;41932189712;08 - Riacho Outlet;09/05/2024;04/12;04/12/2006;sim
30865;AMANDA ARAUJO ARAUJO;47950793097;14 - Baixada Outlet;13/06/2021;09/01;;sim
30866;JOSE SOUZA RODRIGUES;71959251411;08 - Riacho Outlet;23/06/2024;18/07;;sim
30867;PATRICIA ALMEIDA SILVA;47911285729 / 21987521449;01 - Aurora Prime;18/06/2019;26/06;26/06/1983;sim
30868;RAFAEL OLIVEIRA TEIXEIRA;48989447423;03 - Monte Azul Brands;01/07/2025;17/12;17/12/1964;sim
30869;FELIPE ARAUJO FERREIRA;41972382317;13 - Rio Claro Distrito;13/01/2019;06/07;06/07/2000;sim
30870;DIEGO GOMES CASTRO;81955356969;07 - Serra Alta Porto;18/10/2022;22/01;22/01/1958;nao
30871;LORENA SANTOS ALMEIDA;31953362221 / 71982747895;05 - Porto Sereno Praia;24/09/2023;16/04;;nao
30872;JULIA CORREIA LIMA;47948218071;01 - Aurora Prime;15/09/2019;;;sim
30873;CAMILA MELO SILVA;47998700151;10 - Marina Brands;23/01/2023;;;sim
30874;JOAO OLIVEIRA DIAS;51926253199 / 61929228268;03 - Monte Azul Brands;14/01/2018;09/10;09/10/1979;sim
30875;FERNANDA ARAUJO GOMES;41934110547;03 - Monte Azul Brands;22/07/2022;;;sim
30876;ALINE SOUZA ARAUJO;47999892203;04 - Porto Leste Aux;28/06/2019;07/11;07/11/1996;nao
30877;SOFIA CARVALHO SOUZA;31959340024;08 - Riacho Outlet;21/12/2020;;;nao
30878;GUSTAVO MARTINS GOMES;81986528082;03 - Monte Azul Brands;20/08/2021;07/02;07/02/1995;sim
30879;PAULO ALVES MELO;11967603342;03 - Monte Azul Brands;16/10/2019;17/12;17/12/1969;nao
30880;FELIPE CARDOSO ROCHA;41999733379;07 - Serra Alta Porto;26/12/2023;26/12;26/12/1977;sim
30881;ISABELA CARDOSO BARBOSA;48965845196 / 85996251781;06 - Campo Belo Centro;14/06/2021;18/08;18/08/1960;sim
30882;SOFIA CARDOSO SILVA;31938777164;07 - Serra Alta Porto;10/07/2023;12/08;12/08/1962;sim
30883;FERNANDA TEIXEIRA RIBEIRO;48940958042 / 61962928925;07 - Serra Alta Porto;22/10/2021;27/08;;sim
30884;LARISSA ROCHA BARBOSA;31917790367;11 - Cascata Distrito;20/06/2018;;;sim
30885;JOSE CARVALHO MELO;41969368668;10 - Marina Brands;04/01/2023;24/01;;sim
30886;HELENA DIAS ALVES;31994142059;14 - Baixada Outlet;08/07/2019;07/08;;sim
30887;ROBERTA NASCIMENTO ROCHA;51997167865 / 61938715577;14 - Baixada Outlet;18/06/2024;24/10;;sim
30888;HELENA PEREIRA OLIVEIRA;21986234235 / 61913034627;14 - Baixada Outlet;13/04/2025;;;nao
30889;JOSE SILVA SILVA;51959164158;12 - Bairro Alto Prime;05/04/2020;;;sim
30890;RAFAEL LIMA SILVA;81983747398;11 - Cascata Distrito;03/09/2024;;;sim
30891;MARCOS MARTINS GOMES;47948353532;15 - Metrô Outlet;21/04/2023;12/02;12/02/1987;sim
30892;RAFAEL LIMA FERREIRA;51997317486;08 - Riacho Outlet;17/04/2019;25/09;;sim
30893;MATEUS ROCHA MARTINS;31967031639;12 - Bairro Alto Prime;26/11/2025;07/04;07/04/2005;sim
30894;MARIA RIBEIRO ARAUJO;62944035505;12 - Bairro Alto Prime;19/11/2024;05/04;05/04/1971;sim
30895;THIAGO CARVALHO CAMPOS;48971284999;15 - Metrô Outlet;26/07/2019;24/07;;sim
30896;JULIA RODRIGUES RODRIGUES;11983998702;15 - Metrô Outlet;14/10/2025;12/03;12/03/1985;sim
30897;PATRICIA ALVES ALVES;85956153716;02 - Vale Verde Brands;20/08/2024;11/05;;sim
30898;ANA SOUZA BARBOSA;21997555853;15 - Metrô Outlet;24/06/2025;03/05;03/05/1961;sim
30899;ALINE RODRIGUES CARVALHO;21927373479;05 - Porto Sereno Praia;07/04/2026;19/08;;sim
30900;CAROLINE BARBOSA MARTINS;62985325486;04 - Porto Leste Aux;27/02/2025;13/08;;nao
30901;ALINE LIMA GOMES;81946436103;05 - Porto Sereno Praia;09/08/2025;14/07;14/07/1963;sim
30902;LETICIA ALMEIDA CARVALHO;71992642971;10 - Marina Brands;22/02/2021;21/09;21/09/1962;nao
30903;RAFAEL ALVES NASCIMENTO;81947168023;08 - Riacho Outlet;09/02/2025;27/07;;sim
30904;GUSTAVO GOMES ROCHA;31924645877;02 - Vale Verde Brands;25/02/2025;08/09;08/09/1967;sim
30905;CAMILA ROCHA RODRIGUES;85948034611;14 - Baixada Outlet;04/12/2023;;;sim
30906;LUCAS MELO SOUZA;51992402231;03 - Monte Azul Brands;09/05/2023;07/12;;sim
30907;RODRIGO ARAUJO SILVA;61995820625;03 - Monte Azul Brands;03/08/2021;07/08;07/08/1965;sim
30908;GABRIEL ROCHA SANTOS;31939419625;04 - Porto Leste Aux;02/04/2022;21/10;;sim
30909;ROBERTA RODRIGUES DIAS;47948383224 / 51953341321;05 - Porto Sereno Praia;25/10/2020;19/04;;nao
30910;HELENA MARTINS SILVA;48990688882;07 - Serra Alta Porto;24/02/2026;23/12;;sim
30911;DANIELA RIBEIRO OLIVEIRA;81937932559;14 - Baixada Outlet;06/01/2020;;;sim
30912;ISABELA LIMA SILVA;62990130169 / 51939519769;10 - Marina Brands;04/07/2023;;;sim
30913;CAROLINE MELO GOMES;61954874739;06 - Campo Belo Centro;02/03/2026;14/09;14/09/1976;sim
30914;CARLOS CASTRO DIAS;47917574940;13 - Rio Claro Distrito;07/07/2023;02/05;02/05/1988;sim
30915;BEATRIZ ROCHA LIMA;71934948112;09 - Capital Distrito;04/06/2018;;;sim
30916;CAROLINE SILVA BARBOSA;31918837979 / 62974524833;04 - Porto Leste Aux;06/04/2025;08/02;08/02/1982;sim
30917;HELENA ALVES CAMPOS;47940979096;04 - Porto Leste Aux;28/10/2020;05/10;05/10/1964;sim
30918;FERNANDA BARBOSA MELO;11929386406;06 - Campo Belo Centro;10/08/2025;07/12;;sim
30919;LORENA MELO GOMES;81915903511;09 - Capital Distrito;24/06/2026;16/11;16/11/1959;sim
30920;DIEGO BARBOSA CASTRO;61994150350;09 - Capital Distrito;11/04/2022;;;nao
30921;DIEGO SILVA OLIVEIRA;81933755352;05 - Porto Sereno Praia;13/12/2019;;;sim
30922;RAFAEL CAMPOS PEREIRA;31931210811;01 - Aurora Prime;08/09/2021;24/10;24/10/2002;sim
30923;MARIA DIAS SOUZA;11925919545;12 - Bairro Alto Prime;18/01/2022;18/06;;nao
30924;THIAGO ALVES CARVALHO;31918459699;04 - Porto Leste Aux;28/02/2018;23/01;23/01/1955;sim
30925;RAFAEL RODRIGUES SANTOS;85922777489;07 - Serra Alta Porto;01/12/2021;12/05;12/05/1998;sim
30926;ANA CORREIA BARBOSA;;71923802625;13/08/2021;09/09;09/09/2003;sim
30927;CARLOS DIAS MELO;31950449542;06 - Campo Belo Centro;23/10/2021;23/10;;sim
30928;DIEGO CARDOSO CARVALHO;31913568025;13 - Rio Claro Distrito;20/11/2026;11/02;11/02/1971;sim
30929;RAFAEL RIBEIRO FERREIRA;11944721684;07 - Serra Alta Porto;14/06/2020;17/09;;nao
30930;MARCOS FERREIRA TEIXEIRA;21923306177;06 - Campo Belo Centro;27/04/2019;;;sim
30931;JESSICA CAMPOS MARTINS;21960555374;03 - Monte Azul Brands;06/08/2026;;;sim
30932;ALINE CASTRO OLIVEIRA;61993349488;02 - Vale Verde Brands;08/07/2024;;;sim
30933;HELENA LIMA ALMEIDA;71978019198;07 - Serra Alta Porto;19/09/2026;22/08;22/08/1987;sim
30934;BEATRIZ CAMPOS MARTINS;41977329905;06 - Campo Belo Centro;04/04/2025;;;sim
30935;BEATRIZ ALVES CASTRO;47925052807;10 - Marina Brands;21/09/2020;14/03;;sim
30936;ISABELA OLIVEIRA CASTRO;21977671154;02 - Vale Verde Brands;10/04/2019;13/03;13/03/1974;sim
30937;CAROLINE MARTINS RODRIGUES;71912043088;09 - Capital Distrito;25/12/2023;;;nao
30938;BRUNA SOUZA SILVA;71912554172;12 - Bairro Alto Prime;18/02/2025;04/07;04/07/1976;sim
30939;DIEGO CARVALHO FERREIRA;31977284944;14 - Baixada Outlet;05/06/2024;;;sim
30940;LORENA LIMA TEIXEIRA;31973590787;11 - Cascata Distrito;19/01/2026;;;nao
30941;BRUNA RIBEIRO BARBOSA;81936809848;13 - Rio Claro Distrito;23/02/2023;09/04;09/04/1958;sim
30942;JESSICA DIAS CORREIA;48962001921;08 - Riacho Outlet;15/03/2019;03/11;03/11/1995;sim
30943;CAROLINE CORREIA FERREIRA;48933532053;07 - Serra Alta Porto;18/01/2026;08/09;;sim
30944;BEATRIZ NASCIMENTO NASCIMENTO;48967781578 / 21941154040;11 - Cascata Distrito;10/11/2024;;;nao
30945;SOFIA PEREIRA SOUZA;71975184182;15 - Metrô Outlet;27/06/2021;;;sim
30946;BRUNA BARBOSA LIMA;21936343318;01 - Aurora Prime;23/12/2025;12/10;;sim
30947;PEDRO FERREIRA CORREIA;85959430431;12 - Bairro Alto Prime;17/04/2024;;;sim
30948;RAFAEL BARBOSA LIMA;47970846664;05 - Porto Sereno Praia;14/06/2018;25/03;25/03/1990;sim
30949;THIAGO ARAUJO BARBOSA;11988900635;09 - Capital Distrito;03/08/2023;;;sim
30950;FERNANDA SOUZA PEREIRA;61919968626;15 - Metrô Outlet;12/09/2026;05/09;;sim
30951;LUCAS LIMA BARBOSA;11946173246;15 - Metrô Outlet;16/05/2024;13/05;13/05/1989;sim
30952;ISABELA SOUZA CASTRO;48969288467;15 - Metrô Outlet;08/10/2025;05/07;05/07/1999;sim
30953;ROBERTA FERREIRA LIMA;11989979389;03 - Monte Azul Brands;15/05/2022;07/09;;sim
30954;ROBERTA PEREIRA TEIXEIRA;21935799933;07 - Serra Alta Porto;05/03/2025;11/08;;sim
30955;CAMILA CARDOSO ALVES;41978500341;09 - Capital Distrito;21/06/2018;06/01;06/01/1983;sim
30956;DANIELA CORREIA GOMES;41980792599;02 - Vale Verde Brands;24/02/2018;28/09;28/09/1962;sim
30957;THIAGO ALMEIDA GOMES;51910458871;10 - Marina Brands;03/03/2022;09/05;;nao
30958;DANIELA OLIVEIRA DIAS;48955916791;09 - Capital Distrito;26/08/2023;19/02;19/02/1988;nao
30959;ANA ALVES ARAUJO;11925505930;09 - Capital Distrito;18/09/2024;24/01;24/01/1968;sim
30960;SOFIA SOUZA MARTINS;11997341732;03 - Monte Azul Brands;14/04/2019;20/06;20/06/1988;nao
30961;GUSTAVO PEREIRA ALMEIDA;61958321898;04 - Porto Leste Aux;02/09/2021;;;sim
30962;CAMILA RODRIGUES MELO;85911046654;06 - Campo Belo Centro;13/11/2018;12/06;12/06/1963;nao
30963;VITORIA TEIXEIRA DIAS;48943576027 / 51947487782;07 - Serra Alta Porto;22/05/2024;;;nao
30964;MARIA MELO GOMES;85971061437;10 - Marina Brands;17/10/2023;02/09;02/09/1960;sim
30965;JOSE NASCIMENTO LIMA;41952646127;06 - Campo Belo Centro;05/09/2019;27/05;;sim
30966;LARISSA RIBEIRO FERREIRA;11995540681;12 - Bairro Alto Prime;04/12/2024;05/08;05/08/1980;sim
30967;DIEGO FERREIRA OLIVEIRA;11951552534;10 - Marina Brands;18/05/2019;06/01;06/01/1969;nao
30968;ANA GOMES SILVA;85960951203;10 - Marina Brands;07/08/2020;08/11;08/11/1969;nao
30969;PATRICIA DIAS OLIVEIRA;48919318706;11 - Cascata Distrito;04/09/2023;;;sim
30970;AMANDA CASTRO ALVES;51990136502;03 - Monte Azul Brands;09/03/2025;21/06;;nao
30971;LUCAS SOUZA NASCIMENTO;61919768175;01 - Aurora Prime;13/02/2024;;;sim
30972;HELENA PEREIRA MELO;85911237255;15 - Metrô Outlet;11/06/2025;28/10;28/10/1979;sim
30973;CARLOS ALMEIDA CARDOSO;31983002774;04 - Porto Leste Aux;11/09/2019;24/05;;sim
30974;AMANDA SANTOS CORREIA;48998447496;09 - Capital Distrito;04/01/2018;24/09;;sim
30975;HELENA FERREIRA SOUZA;85970616563;14 - Baixada Outlet;23/06/2026;07/05;07/05/1973;sim
30976;CAMILA OLIVEIRA GOMES;85974983706;08 - Riacho Outlet;11/02/2025;03/11;;sim
30977;MARIA GOMES ALMEIDA;51995047342;05 - Porto Sereno Praia;12/09/2021;02/06;02/06/1994;sim
30978;DIEGO ALVES FERREIRA;85986387776;13 - Rio Claro Distrito;11/12/2021;;;sim
30979;PATRICIA CORREIA RODRIGUES;47931725562;15 - Metrô Outlet;08/03/2021;18/10;18/10/2005;sim
30980;SOFIA CORREIA DIAS;48930298140;07 - Serra Alta Porto;12/01/2021;;;nao
30981;VITORIA RODRIGUES LIMA;51960102833;06 - Campo Belo Centro;02/08/2024;07/01;;nao
30982;MARIA DIAS CORREIA;21969043357;08 - Riacho Outlet;03/01/2018;;;sim
30983;JESSICA CARVALHO ALMEIDA;21981075432;10 - Marina Brands;07/01/2018;;;sim
30984;CARLOS LIMA ALVES;61934934219;03 - Monte Azul Brands;11/02/2020;22/03;;sim
30985;AMANDA BARBOSA SOUZA;51964684678;06 - Campo Belo Centro;11/01/2018;03/09;;sim
30986;GUSTAVO LIMA GOMES;62993454664;10 - Marina Brands;27/03/2025;13/09;13/09/1984;nao
30987;ALINE SANTOS LIMA;61950930748;10 - Marina Brands;26/07/2019;02/10;02/10/1955;sim
30988;CARLOS SANTOS ALMEIDA;21962397381;11 - Cascata Distrito;18/04/2018;;;sim
30989;ROBERTA BARBOSA GOMES;11991339798;01 - Aurora Prime;11/02/2018;;;sim
30990;VITORIA PEREIRA ALMEIDA;62959976086;01 - Aurora Prime;19/04/2020;16/02;16/02/1984;sim
30991;HELENA BARBOSA ALVES;31982195861;15 - Metrô Outlet;09/09/2024;19/06;19/06/1993;sim
30992;HELENA MELO DIAS;48912231984;09 - Capital Distrito;05/01/2022;26/06;26/06/1981;nao
30993;CAROLINE NASCIMENTO TEIXEIRA;31973293645;08 - Riacho Outlet;09/07/2021;;;sim
30994;BRUNA CORREIA MARTINS;71928264154;05 - Porto Sereno Praia;15/08/2022;;;sim
30995;JOSE CASTRO PEREIRA;41997344211;02 - Vale Verde Brands;24/08/2018;;;sim
30996;PEDRO LIMA MARTINS;21942121136;04 - Porto Leste Aux;27/05/2023;16/07;;sim
30997;JESSICA RIBEIRO ALMEIDA;21943920254 / 81956045783;09 - Capital Distrito;28/06/2026;;;sim
30998;ANA BARBOSA CARVALHO;11941744591;10 - Marina Brands;01/01/2022;;;sim
30999;ALINE CARVALHO MELO;31942644144;04 - Porto Leste Aux;13/06/2025;;;sim
31000;DIEGO ROCHA CAMPOS;81987411208;09 - Capital Distrito;14/04/2018;19/11;19/11/1992;sim
31001;SOFIA BARBOSA SANTOS;81933744990;09 - Capital Distrito;08/10/2020;;;nao
31002;JULIA SILVA FERREIRA;61937804785;07 - Serra Alta Porto;08/02/2026;25/05;;sim
31003;FERNANDA SOUZA CARDOSO;21967366515;04 - Porto Leste Aux;06/07/2019;;;sim
31004;ISABELA CARDOSO ROCHA;31965597124;01 - Aurora Prime;01/01/2020;14/12;;sim
31005;THIAGO MARTINS TEIXEIRA;48975799640;04 - Porto Leste Aux;09/04/2022;03/10;03/10/2005;nao
31006;RODRIGO CORREIA NASCIMENTO;48987592210;06 - Campo Belo Centro;17/12/2018;05/01;05/01/1960;sim
31007;DANIELA ARAUJO CORREIA;81962078744;02 - Vale Verde Brands;07/08/2024;10/04;10/04/1972;sim
31008;SOFIA PEREIRA BARBOSA;51935049940;11 - Cascata Distrito;07/09/2024;10/12;10/12/1968;nao
31009;CAMILA SOUZA FERREIRA;71929271752;08 - Riacho Outlet;17/01/2024;10/02;;sim
31010;PAULO SOUZA TEIXEIRA;81955890611;03 - Monte Azul Brands;25/09/2020;19/12;19/12/1990;sim
31011;DIEGO ROCHA OLIVEIRA;81914978349;01 - Aurora Prime;16/12/2018;18/10;18/10/1985;sim
31012;VITORIA SANTOS RIBEIRO;21938510004;07 - Serra Alta Porto;21/03/2021;24/09;;sim
31013;FELIPE RODRIGUES ARAUJO;41925684195;12 - Bairro Alto Prime;20/09/2021;21/04;;nao
31014;PATRICIA DIAS SOUZA;62982622233;03 - Monte Azul Brands;22/10/2025;04/08;04/08/2000;sim
31015;VITORIA CAMPOS PEREIRA;85942626537;02 - Vale Verde Brands;19/03/2022;;;sim
31016;JOSE MELO SANTOS;61924770976;15 - Metrô Outlet;26/11/2020;09/08;09/08/1971;sim
31017;JULIA DIAS NASCIMENTO;21995658467;11 - Cascata Distrito;12/11/2025;;;sim
31018;MATEUS FERREIRA BARBOSA;21995320828 / 31977961905;06 - Campo Belo Centro;12/03/2021;04/05;;sim
31019;SOFIA SILVA ROCHA;51992245253;10 - Marina Brands;09/04/2020;13/06;13/06/1973;sim
31020;ANA NASCIMENTO CASTRO;71934259685;01 - Aurora Prime;27/05/2024;18/06;;sim
31021;CARLOS ROCHA GOMES;51951344304;11 - Cascata Distrito;27/04/2021;;;sim
31022;JOSE RIBEIRO ALMEIDA;11959104364;09 - Capital Distrito;07/07/2022;23/06;23/06/1964;nao
31023;CAMILA CARDOSO CORREIA;11938691230;15 - Metrô Outlet;15/09/2023;08/09;08/09/1965;sim
31024;LARISSA FERREIRA CARVALHO;85956124863;02 - Vale Verde Brands;13/11/2018;16/09;16/09/1993;sim
31025;BEATRIZ ARAUJO MARTINS;11979025305;06 - Campo Belo Centro;02/04/2022;;;sim
31026;PEDRO CAMPOS OLIVEIRA;31965035476;10 - Marina Brands;03/04/2019;03/01;;sim
31027;CAROLINE BARBOSA MARTINS;21963187008;06 - Campo Belo Centro;19/06/2022;11/02;11/02/1972;sim
31028;LARISSA BARBOSA RIBEIRO;31945778477;09 - Capital Distrito;06/09/2025;12/09;12/09/1993;nao
31029;ANA SOUZA CORREIA;81977091839;03 - Monte Azul Brands;12/08/2026;01/10;01/10/1962;sim
31030;LETICIA MELO MELO;61928463721;05 - Porto Sereno Praia;06/08/2025;17/02;17/02/1986;nao
31031;CAMILA SANTOS CASTRO;62952074261 / 31918603313;01 - Aurora Prime;12/11/2023;;;sim
31032;AMANDA SOUZA FERREIRA;31939811951;08 - Riacho Outlet;22/03/2019;23/12;23/12/1994;sim
31033;ALINE SANTOS CASTRO;48933768079;13 - Rio Claro Distrito;26/02/2018;28/04;;sim
31034;CAROLINE ALMEIDA NASCIMENTO;31998690390;15 - Metrô Outlet;28/05/2018;;;nao
31035;SOFIA CARDOSO ALVES;51935520535;01 - Aurora Prime;11/09/2018;10/06;10/06/2001;sim
31036;ISABELA BARBOSA RODRIGUES;11987915296;08 - Riacho Outlet;15/11/2018;02/05;02/05/1965;sim
31037;VITORIA CARVALHO CARDOSO;31954603003;01 - Aurora Prime;05/01/2021;10/04;;sim
31038;GUSTAVO ROCHA CAMPOS;31915601950;10 - Marina Brands;25/09/2018;;;sim
31039;MATEUS FERREIRA PEREIRA;62990299275;04 - Porto Leste Aux;07/06/2023;03/02;;sim
31040;BRUNA NASCIMENTO OLIVEIRA;85928003369;14 - Baixada Outlet;04/01/2026;26/07;26/07/1965;sim
31041;BRUNA BARBOSA PEREIRA;21924918160;04 - Porto Leste Aux;08/06/2025;16/12;16/12/1963;sim
31042;GUSTAVO CASTRO MARTINS;71933734334;07 - Serra Alta Porto;04/06/2024;;;nao
31043;BEATRIZ LIMA GOMES;62924454470 / 11929524624;05 - Porto Sereno Praia;19/08/2024;;;sim
31044;GUSTAVO BARBOSA CORREIA;47939748161;08 - Riacho Outlet;13/01/2019;12/09;12/09/1979;sim
31045;PEDRO LIMA FERREIRA;71962961770;09 - Capital Distrito;23/11/2026;06/04;;sim
31046;ALINE GOMES ALVES;11911737692;09 - Capital Distrito;09/04/2018;08/08;08/08/1955;sim
31047;ANA MARTINS TEIXEIRA;48944040828;06 - Campo Belo Centro;01/03/2021;;;sim
31048;HELENA MELO CASTRO;21949835387;13 - Rio Claro Distrito;01/09/2023;;;nao
